"country","year","disease_name","disease_category","prevalence_rate","incidence_rate","mortality_rate","age_group","gender","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","treatment_type","average_treatment_cost_usd","availability_of_vaccines_treatment","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
"South Korea",2024,"Ebola","Chronic",12.11,12.16,6.26,"Senior","Other",905055,72.36,3.99,4.27,"Surgery",31678,"Yes",77.71,3762,0.29,82714,0.54,50.66
"Mexico",2024,"Cancer","Chronic",15.13,12.61,4.37,"Adult","Male",831415,96.67,4.79,9.11,"Vaccination",34225,"No",97.58,2376,8.81,99877,0.49,39.7
"Germany",2021,"Polio","Parasitic",15.02,1.44,7.81,"Young Adult","Male",448432,68.07,1.67,4.1,"Surgery",884,"No",71.99,916,0.57,19869,0.71,80.82
"Argentina",2020,"Malaria","Viral",19.55,0.79,9.4,"Senior","Male",341195,95.36,0.93,2.72,"Therapy",24239,"No",76.4,601,7.27,19125,0.45,54.97
"Indonesia",2021,"Polio","Bacterial",8.31,4.56,9.17,"Child","Other",81496,81.5,0.7,3.1,"Therapy",31627,"No",72.88,3463,7.7,92090,0.84,54.2
"India",2020,"Cholera","Autoimmune",7.98,8.3,7.75,"Adult","Female",159394,73.2,3.69,8.47,"Therapy",16472,"Yes",62.29,250,4.9,53355,0.87,79.36
"Japan",2021,"HIV/AIDS","Neurological",16.89,12.59,3,"Adult","Male",538968,91.67,4.68,5.45,"Therapy",28464.625,"No",94.11,4295,6.97,16509,0.73,74.08
"Japan",2021,"Parkinson's Disease","Genetic",3.9,12.8,8.65,"Child","Other",469381,51.1,1.64,1.42,"Surgery",19896,"Yes",54.08,2478,3.29,42562,0.87,47.29
"Russia",2023,"Zika","Viral",6.15,4.51,0.76,"Senior","Female",989425,81.6,1.24,6.68,"Therapy",48160,"No",72.16,905,4.09,1519,0.82,74
"Argentina",2022,"Diabetes","Bacterial",15.6,13.55,2.58,"Young Adult","Female",324324,71.67,2.15,7.32,"Surgery",28872,"No",67.15,54,3.26,55718,0.55,68.72
"Australia",2020,"Diabetes","Autoimmune",17.48,2.53,7.98,"Child","Male",259950,93.27,1.36,7.12,"Medication",25443,"No",93.88,307,0.44,64972,0.54,53.62
"Saudi Arabia",2024,"Dengue","Metabolic",4.9,2.46,2.07,"Adult","Female",710025,61.79,2.64,2.99,"Vaccination",17213.2,"Yes",75.31,1299,2.88,39421,0.41,47.83
"Canada",2023,"Tuberculosis","Parasitic",16.71,11.68,5.13,"Senior","Male",134252,75.92,0.98,5.95,"Medication",25665,"No",86.56,2347,2.71,47515,0.43,56.36
"Nigeria",2020,"Asthma","Genetic",10.02,10.68,5.45,"Senior","Female",105821,53.05,2.16,9,"Vaccination",14449,"Yes",85.63,3571,3.58,73179,0.54,76.14
"South Africa",2021,"Cancer","Genetic",7.37,0.28,7.89,"Senior","Other",339161,68.33,4.96,4.82074074074074,"Vaccination",24312,"No",88.21,4491,9.56,13146,0.43,66.94
"Mexico",2023,"Asthma","Parasitic",12.29,7.12,6.31,"Young Adult","Other",71831,78.67,3.94,5.38,"Medication",49480,"Yes",60.96,3203,3.56,7158,0.4,86.77
"Germany",2023,"Cancer","Bacterial",0.67,1,8.88,"Senior","Male",163476,89.41,3.5,0.64,"Surgery",14521,"No",86.07,4673,9.84,55880,0.58,51.79
"Italy",2020,"Hypertension","Metabolic",15.16,3.58,5.09,"Adult","Male",811835,56.78,0.66,2.73,"Therapy",30469,"No",82.29,4179,2.54,37269,0.69,61.35
"Mexico",2021,"Cancer","Infectious",10.73,4.65,0.19,"Child","Female",576206,69.81,1.09,8.03,"Medication",39247,"Yes",98.79,366,3.35,62170,0.68,60.32
"Argentina",2024,"Malaria","Bacterial",4.14,6.65,0.32,"Adult","Other",861552,88.74,4.21,9.82,"Medication",9560,"Yes",75.34,674,1.86,66362,0.5,45.35
"Argentina",2020,"Diabetes","Chronic",0.32,9.42,8.08,"Young Adult","Other",422332,66.66,1.91,5.68,"Therapy",37801,"Yes",81.1,1387,0.22,89622,0.58,86.49
"Indonesia",2021,"Hypertension","Metabolic",19.41,4.92,0.12,"Senior","Other",539758,70.97,4.79,7.86,"Surgery",8300,"No",89.98,4768,4.41,27632,0.55,30.96
"Indonesia",2024,"Cancer","Respiratory",9.48,7.5,2.48,"Adult","Other",764930,78.49,3.67,4.24,"Medication",21703,"Yes",78.71,2532,7.5,40115,0.84,20.05
"South Africa",2021,"Hepatitis","Bacterial",14.19,12.04,7.93,"Young Adult","Other",403732,98.72,2.69,0.72,"Vaccination",25103,"No",93.35,1626,7.14,72538,0.86,47.69
"UK",2024,"Polio","Cardiovascular",5.14,12.17,7.05,"Adult","Other",633832,85.39,2,4.67,"Therapy",44780,"Yes",86.05,2295,8.04,69837,0.77,87.02
"Indonesia",2021,"Influenza","Chronic",10.87,3.67,9.57,"Young Adult","Other",126407,61.04,0.59,5.52,"Surgery",33621,"No",65.11,766,7.03,40202,0.77,43.02
"Turkey",2024,"Asthma","Viral",0.33,6.73,2.44,"Young Adult","Male",422709,69.45,0.73,4.72,"Therapy",13816,"No",51.52,719,7.78,98846,0.79,77.16
"USA",2022,"Malaria","Autoimmune",4.42,11.48,7.69,"Senior","Female",198443,98.68,1.72,6.95,"Therapy",15340,"Yes",80.91,834,1.85,54311,0.75,87.67
"Saudi Arabia",2023,"COVID-19","Chronic",18.07,12.99,3.08,"Child","Male",467185,85.68,3.19,7.13,"Medication",46902,"Yes",66.26,3665,7.08,45452,0.77,80.31
"Italy",2020,"Tuberculosis","Neurological",12.8,6.96,3.49,"Adult","Female",897839,88.88,4.99,7.99,"Therapy",46582,"No",87.96,1112,1.67,99852,0.62,64.11
"Australia",2023,"Measles","Genetic",16.15,12.89,0.54,"Young Adult","Male",276081,58.57,2.05,3.31,"Surgery",15935,"No",97.54,3143,4.63,76202,0.63,44.89
"Brazil",2023,"Ebola","Metabolic",17,4.36,7.47,"Senior","Male",84317,85.57,0.52,3.32,"Medication",1016,"Yes",78.17,4819,4.47,87128,0.42,120
"Saudi Arabia",2024,"Rabies","Genetic",4.37,1.73,4.89,"Senior","Male",429688,50.36,4.73,1.58,"Surgery",18001.2222222222,"No",53.87,3815,7.8,18613,0.87,64.66
"South Korea",2023,"Alzheimer's Disease","Neurological",6.15,1.78,1.14,"Young Adult","Other",528040,86.28,2.7,4.98,"Surgery",45805,"No",87.76,1260,3.13,37298,0.87,22.81
"Nigeria",2020,"Cholera","Respiratory",2.93,10.77,8,"Child","Other",848595,69.55,2.65,0.51,"Surgery",33602,"No",79.24,4360,5.49,29080,0.83,46
"South Korea",2023,"Asthma","Metabolic",9.95,11.75,7.21,"Child","Other",571296,74.41,0.64,9.4,"Surgery",22939,"No",54.67,422,1.22,72115,0.46,23.48
"Indonesia",2021,"Tuberculosis","Genetic",5.18,0.99,1.3,"Child","Other",512445,61.27,3.78,3.61,"Therapy",1308,"No",68.09,4194,4.24,35161,0.51,74.09
"Japan",2020,"Influenza","Infectious",1.61,1.63,6.6,"Adult","Female",680869,51.81,2.3055,3.13,"Surgery",23557.8,"Yes",62.16,4219,1.73,19166,0.54,56.62
"Mexico",2024,"Malaria","Cardiovascular",16.91,6.08,7.82,"Young Adult","Male",879023,77.46,1.72,4.23,"Medication",24134,"No",73.2,3631,7.25,86305,0.55,58.65
"Turkey",2021,"Diabetes","Genetic",9.95,3.13,9.87,"Adult","Male",290123,71.07,3.55,9.98,"Medication",28531,"No",85.47,50,4.17,72110,0.72,81.82
"Nigeria",2022,"Malaria","Respiratory",15.13,6.78,2.89,"Adult","Male",809311,61.9,1.61,1.11,"Therapy",15469,"No",87.54,3466,7.05,8929,0.66,46.12
"China",2021,"Polio","Chronic",5.68,7.51,6.58,"Adult","Other",591524,77.23,2.44,2.53,"Medication",48860,"No",95.22,4390,6.98,3295,0.51,38.55
"Japan",2021,"Diabetes","Genetic",14.12,2.3,3.34,"Adult","Other",490609,50.67,2.68127659574468,0.62,"Therapy",43246,"No",67.32,4164,6.43,84333,0.44,38.15
"South Africa",2021,"Diabetes","Cardiovascular",8.02,12.11,9.04,"Young Adult","Male",205861,93.7,4.9,4.86,"Surgery",36541,"No",70.12,4287,5.34,7528,0.64,62.38
"Nigeria",2021,"Tuberculosis","Bacterial",2.24,3.99,2.14,"Child","Male",947983,60.17,1.1,0.5,"Medication",46258,"Yes",60.77,4677,6.48,48342,0.73,29.29
"Italy",2021,"Dengue","Parasitic",3.3,9.61,5.18,"Child","Other",747092,51.05,1.48,3.41,"Vaccination",38039,"No",63.95,2479,8.75,24295,0.75,34.02
"India",2024,"Ebola","Chronic",15.33,8.59,3.7,"Child","Female",488140,53.22,0.74,1.65,"Surgery",5677,"Yes",77.07,4476,6.5,58342,0.4,39.15
"Brazil",2020,"Zika","Autoimmune",15.67,5.95,3.24,"Senior","Male",137122,50.32,2.22,4.73,"Therapy",27952,"No",97.98,2273,0.13,60410,0.55,43.13
"Australia",2021,"HIV/AIDS","Cardiovascular",5.3,8.98,7.58,"Child","Other",382217,60.75,2.43,9.57,"Surgery",189,"Yes",51.61,1950,2.41,36538,0.62,54.95
"Russia",2020,"Zika","Autoimmune",8.73,11.3,2.9,"Adult","Male",675209,70.71,4.6,4.24,"Vaccination",27647,"No",73.7,1602,4.19,41197,0.8,57.24
"Canada",2023,"Cancer","Neurological",5.63,8.99,9.69,"Senior","Male",646506,81.3,4.93,1.11,"Therapy",5140,"No",58.04,3106,3.05,38750,0.89,29.89
"China",2023,"Ebola","Chronic",15.89,10.79,7.55,"Senior","Other",307416,64.93,3.69,6.79,"Vaccination",24150,"Yes",87.87,3038,6.83,59300,0.42,55.69
"Mexico",2023,"Tuberculosis","Respiratory",14.63,0.84,4.18,"Adult","Female",636375,82,4.2,1.23,"Vaccination",8676,"Yes",56.29,4834,3.86,7031,0.43,23.35
"Russia",2023,"Cancer","Cardiovascular",2.55,13.37,5.35,"Young Adult","Male",918565,97.28,2.42,8,"Medication",42594,"Yes",69.56,971,5.96,33865,0.48,84.64
"USA",2023,"Cholera","Genetic",19.79,8.2,6.85,"Adult","Female",754143,67.35,2.89,9.85,"Surgery",7495,"Yes",91.88,4420,9.18,24615,0.6,45.19
"Nigeria",2020,"Leprosy","Autoimmune",17.61,2.56,9.43,"Senior","Other",616446,53.85,2.81,4.19,"Vaccination",809,"No",78.17,2672,6.02,62357,0.84,56.7375862068966
"Indonesia",2021,"Rabies","Parasitic",17.19,3.87,8.55,"Child","Other",278630,70.9,0.94,8.04,"Medication",24745,"No",73.32,4242,0.46,15740,0.01,57.28
"UK",2022,"Dengue","Parasitic",2.45,4.15,8.19,"Senior","Male",980779,56.9,2.82,9.87,"Therapy",38677,"Yes",67.17,3317,6.9,662,0.83,84.45
"Japan",2020,"Ebola","Neurological",10.28,2.43,0.39,"Young Adult","Other",414681,54.03,3.03,9.06,"Medication",10668,"Yes",79.21,1831,0.07,72355,0.4,55.24
"Australia",2020,"Measles","Neurological",1.54,6.26,5.8,"Senior","Other",269535,69.01,1.04,2.9,"Surgery",41309,"No",85.51,4812,7.47,60267,0.57,21.82
"Japan",2021,"Cancer","Parasitic",9.6,12.75,1.04,"Child","Other",944103,98.24,1.22,6.28,"Medication",27385,"Yes",67.91,4867,0.59,76589,0.62,24.46
"Nigeria",2024,"Rabies","Parasitic",4.05,12.02,1.91,"Child","Other",808825,66.13,3.13,8.65,"Medication",13840,"No",94.11,4623,0.56,77584,0.78,87.91
"Australia",2020,"Rabies","Chronic",1.08,3.19,0.66,"Young Adult","Female",625337,53.68,1.51,7.12,"Medication",11546,"Yes",53.17,887,5.07,39280,0.45,59.84
"UK",2021,"Ebola","Cardiovascular",13.97,10.88,9.96,"Adult","Female",103425,86.36,2.61,7.04,"Medication",35473,"Yes",80.2,3848,3.64,42199,0.66,89.57
"France",2023,"Hypertension","Cardiovascular",1.2,4.8,8.13,"Adult","Female",351148,95.4,1.61,2.62,"Surgery",14898,"No",56.05,4674,4.85,963,0.43,54.93
"Brazil",2024,"Rabies","Chronic",16.23,7.86,0.85,"Adult","Female",629771,57.6,3.22,4.82,"Surgery",31426,"No",64.12,2862,0.8,26305,0.4,34.73
"Canada",2023,"HIV/AIDS","Chronic",2.09,6.4,9.81,"Adult","Female",609899,95.23,3.14,2.49,"Medication",26802,"No",96.58,2889,6.4,36430,0.51,50.2
"South Korea",2023,"Polio","Cardiovascular",9.14,2.32,2.76,"Child","Male",762745,55.27,4,0.64,"Vaccination",27115,"No",90.08,4959,7.54,21179,0.49,40.85
"Argentina",2020,"Malaria","Genetic",17.28,7.6,5.45,"Child","Female",896633,98.48,1.91,0.54,"Vaccination",24553,"Yes",85.75,1635,4.39,20754,0.58,55.76
"Australia",2021,"Alzheimer's Disease","Chronic",14.77,0.84,5.2,"Adult","Female",858698,66.79,3.58,8.66,"Medication",24350,"Yes",98.52,3322,4.47,8125,0.52,32.56
"Argentina",2022,"Cholera","Cardiovascular",19.87,3.99,8.21,"Child","Other",547267,95.93,0.52,7.08,"Vaccination",20057,"Yes",71.31,4659,1.18,24325,0.64,76.11
"Russia",2022,"Tuberculosis","Bacterial",13.96,3.8,0.96,"Young Adult","Other",398168,67.68,4.52,3.82,"Surgery",13916,"No",76.75,2185,7.42,49874,0.52,35.21
"Russia",2024,"Hypertension","Metabolic",13.46,11.08,5.46,"Senior","Female",206750,55.34,2.5,8.54,"Medication",15143,"No",89.84,2804,6.75,28530,0.55,30.24
"France",2022,"Hypertension","Infectious",2.33,9.48,7.29,"Child","Other",376576,75.24,0.95,6.1,"Surgery",5917,"Yes",64.83,1074,1.12,15512,0.44,31.22
"Turkey",2021,"Malaria","Parasitic",13.38,10.38,3.88,"Child","Other",404246,51.51,4.29,7.3,"Surgery",21456,"No",50.06,211,7.88,20879,0.86,32.85
"France",2024,"Parkinson's Disease","Autoimmune",2.71,5.825,5.71,"Adult","Male",274960,63.44,3.37,3.85,"Vaccination",40006,"Yes",90.65,2075,8.97,8510,0.66,70.88
"Mexico",2024,"Cholera","Cardiovascular",16.06,0.34,8.68,"Senior","Female",721852,60.29,3.17,6.87,"Therapy",16904,"No",74.65,4681,3.68,37516,0.78,83.7
"Australia",2021,"Tuberculosis","Metabolic",11.72,7.57,9.18,"Adult","Female",536162,51.86,0.73,2.89,"Medication",472,"No",96.09,4140,5.56,48839,0.64,61.2703278688525
"Argentina",2023,"Dengue","Infectious",1.89,12.51,2.92,"Senior","Other",983677,50.24,2.35,2.27,"Vaccination",14984,"No",86.22,746,5.7,17868,0.88,21.73
"South Korea",2024,"Hepatitis","Genetic",6.35,6.38,9.92,"Child","Female",81652,68.74,1.81,7.34,"Medication",1205,"Yes",84.53,4911,1.03,21737,0.6,81.51
"Russia",2022,"HIV/AIDS","Chronic",3.09,1.98,3.01,"Adult","Female",394653,71.22,1.25,3.79,"Medication",15993,"Yes",91.3,1225,2.63,68060,0.61,45.34
"Australia",2023,"Measles","Neurological",16.75,3.84,4.73,"Adult","Female",620876,96.27,0.5,8.81,"Therapy",31092,"No",79.49,1228,9.37,6185,0.57,45.15
"UK",2022,"Malaria","Chronic",1.8,8.8,9.94,"Adult","Other",521259,69.84,3.45,3.46,"Therapy",47088,"No",55.03,4330,3.08,23558,0.42,74.53
"Mexico",2022,"Tuberculosis","Infectious",6.13,6.32,7.92,"Child","Other",165442,51.43,2.17,9.34,"Therapy",16969,"No",71.59,4188,2.68,3860,0.48,21.07
"Japan",2024,"COVID-19","Viral",0.61,6.35,5.52,"Child","Male",979187,65.7,2.59,5.73,"Medication",31898,"Yes",54.43,4852,8.33,32397,0.58,26.71
"China",2020,"Tuberculosis","Autoimmune",9.58,8.035,0.59,"Child","Other",603763,61.19,1.18,8.03,"Surgery",32584,"No",63.23,3506,8.97,47899,0.56,83.41
"Brazil",2023,"Hypertension","Cardiovascular",5.18,4.02,3.8,"Senior","Male",158338,61.09,1.3,8.9,"Vaccination",9830,"No",81.51,4752,4.32,31394,0.66,56.3577083333333
"Germany",2020,"Polio","Autoimmune",14.03,13.6,5.49,"Senior","Female",632976,62.33,4.17,4.94,"Vaccination",43299,"Yes",79.49,4715,9.73,53495,0.62,28.66
"Brazil",2024,"Dengue","Infectious",5.75,1.66,9.61,"Young Adult","Male",433485,96.25,2.74,2.27,"Medication",5688,"No",78.14,3450,5.77,52408,0.54,55.9
"USA",2022,"Cancer","Neurological",18.53,7.16,7.26,"Child","Male",802283,58.58,4.22,5.28163265306122,"Medication",34224,"Yes",52.78,2154,7.48,45897,0.4,35.18
"USA",2024,"Hypertension","Cardiovascular",2.77,0.98,4.8,"Young Adult","Other",701520,64.15,3.39,3.33,"Therapy",21657,"Yes",80.91,96,0.25,64998,0.55,88.6
"Japan",2021,"Dengue","Respiratory",12.63,7.63,9.61,"Senior","Female",568236,76.47,2.07,8.95,"Therapy",12341,"Yes",58.54,4159,3.22,2211,0.55,69.57
"UK",2023,"Dengue","Cardiovascular",15.47,3.41,4.15,"Adult","Male",623985,61.27,4.6,1.65,"Vaccination",4681,"No",63.46,966,9.85,50445,0.68,28.2
"Canada",2020,"Hepatitis","Cardiovascular",10.73,11.96,2.43,"Child","Other",143401,68.39,2.64,8.97,"Medication",6108,"No",98.74,3079,8.85,76980,0.7,35.98
"Australia",2021,"Alzheimer's Disease","Infectious",7.38,0.11,7.29,"Young Adult","Female",420579,74.8698932384342,1.16,1.72,"Medication",43624,"Yes",59.04,4465,9.99,44669,0.45,56.91
"France",2021,"Alzheimer's Disease","Neurological",4.67,13.29,0.68,"Adult","Other",312586,68.04,0.9,8.45,"Therapy",12590,"No",77.88,2762,7.5,37086,0.8,28.68
"Russia",2021,"Cholera","Metabolic",14.77,14.83,1.63,"Child","Male",904163,74.4858984375,2.3,8.8,"Medication",13039,"Yes",56.09,1427,5.56,21880,0.44,79.84
"Australia",2021,"Tuberculosis","Autoimmune",2.85,10.74,8.02,"Senior","Female",603222,50.44,3.3,8.12,"Surgery",48012,"Yes",60.46,4508,0.44,26087,0.58,76.45
"Brazil",2024,"Cholera","Metabolic",0.6,2.24,2.64,"Child","Other",986166,67.29,4.4,3.98,"Surgery",14257,"No",58.23,2926,7.32,56724,0.47,36.98
"Saudi Arabia",2024,"Zika","Viral",6.49,8.92,2.77,"Child","Male",802118,94.26,1.89,8.28,"Medication",33913,"No",86.13,901,4.95,72727,0.63,39.55
"Russia",2024,"Influenza","Viral",18.15,5.91,9.47,"Senior","Male",799206,97.36,4.5,8.97,"Surgery",42157,"No",89.18,627,3.87,53368,0.75,22.83
"South Africa",2022,"Ebola","Viral",5.7,13.05,2.24,"Young Adult","Other",823503,73.83,3.96,1.72,"Surgery",43449,"No",96.49,122,4.5,70138,0.52,33.63
"Germany",2021,"Malaria","Bacterial",9.41,3.69,5.94,"Child","Other",522736,60.39,1.73,3.82,"Surgery",31990,"Yes",53.59,3010,6.66,93695,0.83,89.31
"France",2023,"Dengue","Viral",4.37,3.65,4.92,"Young Adult","Male",266973,75.14,3.29,0.52,"Medication",19977,"No",78.01,1610,8.84,59066,0.53,61.03
"UK",2023,"Measles","Bacterial",16.48,1.82,0.72,"Child","Male",90596,72.94,1.44,5.01,"Vaccination",5098,"No",82.45,3102,8.95,91635,0.69,38.72
"Saudi Arabia",2022,"Diabetes","Cardiovascular",10.97,6.63,3.67,"Young Adult","Female",317022,64.17,2.36,7.21,"Surgery",15179,"No",56.92,1701,2.62,76526,0.82,52.03
"India",2022,"Polio","Neurological",2.03,11.19,1.58,"Senior","Female",567613,73.32,4.67,4.96,"Medication",9051,"Yes",95.46,4238,4.75,11762,0.74,34.43
"Brazil",2020,"Malaria","Metabolic",10.79,14.98,5.53,"Child","Female",708351,52,3.39,6.25,"Therapy",46913,"Yes",75.14,2779,5.86,95485,0.83,30.73
"Turkey",2023,"Malaria","Bacterial",18.05,4.37,4.52,"Adult","Male",133530,53.36,2.86682926829268,6.16,"Therapy",3896,"No",70.63,3421,1.09,66080,0.43,46.81
"UK",2024,"Polio","Bacterial",3.32,8.27,5.88,"Child","Male",189327,60.09,3.05,5.79,"Surgery",3952,"Yes",56.29,1457,0.62,83824,0.79,21.02
"South Korea",2021,"COVID-19","Viral",4.15,5.79,0.19,"Senior","Other",740379,75.7718819188192,3.57,8.62,"Surgery",34798,"No",95.75,3909,3.34,33976,0.42,29.23
"South Korea",2021,"Alzheimer's Disease","Metabolic",11.99,4.42,7.14,"Child","Male",552855,65.62,2.04,7.74,"Vaccination",39460,"No",98.77,3952,9.02,28695,0.74,23.8
"South Korea",2021,"Rabies","Infectious",13.93,5.99,0.67,"Child","Female",493378,72.17,2.78,6.55,"Medication",9499,"Yes",69.18,1356,9.78,31319,0.72,74.71
"Argentina",2024,"Dengue","Parasitic",14.45,13.95,5.66,"Young Adult","Other",51084,80.49,4.21,8.62,"Therapy",20574,"Yes",50.79,982,7.25,11559,0.69,37.23
"Australia",2021,"Asthma","Parasitic",10.73,12.01,2.23,"Child","Female",256256,63.74,1.67,1.44,"Surgery",42037,"Yes",76.78,3757,1.26,2221,0.9,65.13
"India",2020,"Influenza","Parasitic",17.5,7.8,0.46,"Young Adult","Other",658879,52.84,4.51,9.52,"Therapy",9211,"No",91.29,1291,6.03,94619,0.71,29.49
"Mexico",2024,"Hepatitis","Chronic",7.85,4.73,0.68,"Child","Female",130537,72.84,2.39,6.66,"Vaccination",36725,"No",73.95,2510,9.43,43342,0.72,65.65
"Russia",2021,"Influenza","Respiratory",16.81,10.37,7.25,"Adult","Female",669064,63.5,1.96,7.44,"Therapy",8687,"Yes",97.22,2198,6.34,71028,0.5,36.19
"Argentina",2020,"Leprosy","Cardiovascular",15.38,6.04,7.32,"Child","Female",270817,87.37,1.05,0.71,"Medication",26161,"No",98.85,2885,2.5,40013,0.44,66.5
"France",2024,"Malaria","Parasitic",3.94,13.99,8.21,"Child","Female",354821,57.95,1.29,1.81,"Medication",26007,"Yes",54.95,1201,7.72,9087,0.01,56.66
"India",2020,"Hypertension","Chronic",19.43,3.84,9.72,"Young Adult","Male",552427,66.54,3.86,7.35,"Vaccination",32059,"No",81.39,4185,4.47,25580,0.82,61.89
"Mexico",2024,"Cancer","Cardiovascular",19.91,10.45,0.4,"Adult","Male",293338,93.89,1.48,9.84,"Surgery",30593,"Yes",90.2,2067,4.7,70269,0.68,44.29
"South Korea",2022,"Asthma","Genetic",17.29,2.57,2.66,"Young Adult","Female",354955,97.8,2.48,3.52,"Therapy",22910,"No",62.08,3629,9.83,78860,0.83,79.1
"China",2020,"Parkinson's Disease","Bacterial",14.52,12.38,3.74,"Young Adult","Other",608720,69.83,0.77,7.55,"Medication",27923,"Yes",88.98,4258,8.98,37936,0.48,21.3
"Italy",2021,"Hypertension","Cardiovascular",13.56,1.12,4.94,"Adult","Female",558941,80.99,4.08,3.01,"Medication",27946,"Yes",76.74,4568,2.22,21849,0.44,81.68
"Australia",2021,"Parkinson's Disease","Respiratory",5.98,0.68,5.88,"Adult","Other",258349,65.74,1.67,7.29,"Surgery",565,"No",50.33,3594,2.41,34230,0.77,50.56
"South Africa",2021,"COVID-19","Infectious",6.74,13.13,0.12,"Adult","Male",504932,64.4,1.85,7.71,"Surgery",34105,"Yes",55.5,2908,2.34,44893,0.85,36.28
"Saudi Arabia",2023,"Influenza","Bacterial",3.69,11.46,6.45,"Senior","Female",483429,65.17,1.45,7.72,"Medication",33657,"Yes",76.78,2884,9.01,20965,0.47,27.58
"India",2024,"Zika","Viral",5.3,4.08,7.31,"Child","Other",464362,60.99,4.67,2.37,"Surgery",35627,"Yes",53.08,2602,8.4,73011,0.76,85.3
"France",2024,"Polio","Parasitic",1.3,9.16,3.32,"Young Adult","Other",256374,69.82,0.89,7.85,"Vaccination",5856,"Yes",64.78,1393,5.21,30940,0.73,71.13
"France",2023,"Tuberculosis","Bacterial",6.92,12.18,4.95,"Child","Male",212219,61.91,3.42,5.54,"Surgery",49632,"Yes",90.06,313,3.4,34450,0.72,84.15
"Indonesia",2023,"COVID-19","Parasitic",11.32,0.25,1.54,"Young Adult","Male",31024,71.94,0.84,1.76,"Therapy",34041,"No",50.96,1900,6.16,94346,0.41,29.4
"Japan",2022,"Tuberculosis","Viral",12.17,7.81,1.25,"Child","Male",308021,93.25,1.66,7.96,"Medication",12808,"No",58.19,480,3.4,98033,0.76,54.26
"China",2020,"Parkinson's Disease","Metabolic",13.74,4.84,1.29,"Adult","Other",206569,87.41,0.83,5.91,"Medication",26949,"No",77.86,949,2.2,2130,0.67,89.65
"South Africa",2021,"COVID-19","Cardiovascular",19.55,10.01,5.93,"Young Adult","Female",32554,50.2,2.33867924528302,5.96,"Medication",15577,"No",52.56,1555,2.43,18549,0.45,64.45
"South Africa",2024,"Alzheimer's Disease","Infectious",8.67,7.92,3.84,"Adult","Female",860634,60.56,1.5,8.16,"Therapy",47055,"No",77.42,575,8.46,37502,0.59,34.75
"India",2024,"Malaria","Infectious",12.335,8.26,0.41,"Young Adult","Female",480892,81.01,3.47,6,"Surgery",31191.4,"No",77.46,828,4.74,52014,0.71,77.6
"Turkey",2020,"Malaria","Genetic",17.5,7.65,9.13,"Young Adult","Other",545701,88.05,0.57,8.28,"Vaccination",47215,"Yes",64.01,4740,8.24,41600,0.78,67.98
"Indonesia",2022,"Tuberculosis","Metabolic",8.31,9.14,2.43,"Young Adult","Female",184984,69.13,3.15,5.03,"Medication",13686,"No",55.95,163,5.54,59200,0.85,54.76
"Australia",2021,"Rabies","Chronic",11.6,1.03,1.69,"Senior","Female",919404,52.71,2.1,4.09,"Surgery",21982,"Yes",81.83,4823,9.97,7866,0.67,69.81
"Mexico",2022,"Dengue","Infectious",19.91,10.23,5.19,"Child","Male",248375,63.04,4.5,2.82,"Vaccination",12663,"Yes",92.6,4054,9.16,51227,0.66,54.47
"India",2022,"Ebola","Respiratory",7.05,2.36,4.21,"Young Adult","Female",967669,69.36,4.32,5.72,"Vaccination",42290,"No",75.21,456,2.28,59067,0.81,42.08
"Turkey",2024,"Parkinson's Disease","Autoimmune",13.28,7.28,0.95,"Young Adult","Female",519334,62.98,3.15,6.14,"Therapy",2822,"Yes",92.76,579,4.19,22967,0.42,57.28
"China",2023,"Asthma","Bacterial",5.66,11.25,6.94,"Young Adult","Other",923703,51.15,2.6240625,7.24,"Vaccination",2059,"Yes",54.76,93,9.66,7463,0.64,81.23
"South Africa",2024,"Ebola","Neurological",19.8,2.07,8.09,"Adult","Other",569143,84.81,3.48,9.86,"Therapy",24968,"No",87.54,4832,4.6,74540,0.7,47.06
"Australia",2020,"HIV/AIDS","Viral",7.58,13.19,2.45,"Senior","Male",558802,58.78,1.94,4.3,"Vaccination",15041,"Yes",70.31,668,4.42,3073,0.69,36.22
"Japan",2020,"Dengue","Infectious",13.79,9.29,6.44,"Child","Other",75446,95.68,0.56,8.18,"Surgery",929,"No",84.97,4723,7.16,69254,0.55,55.19
"Brazil",2024,"Measles","Infectious",2.4,6.59,0.51,"Young Adult","Female",858087,75.43,4.16,3.86,"Surgery",1950,"Yes",68.89,1968,0.9,42268,0.78,52.92
