"country","disease_name","disease_category","age_group","gender","treatment_type","availability_of_vaccines_treatment","year","prevalence_rate","incidence_rate","mortality_rate","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","average_treatment_cost_usd","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
"Nigeria","Alzheimer's Disease","Respiratory","Senior","Male","Therapy","Yes",2023,12.59,3.99,7.6,625503,84.53,2.11,0.68,28349,59.33,810,2.81,53165,0.82,33.74
"South Africa","Alzheimer's Disease","Bacterial","Young Adult","Female","Surgery","Yes",2021,15.84,8.48,2.19,695407,70.19,4.64,9.02,29313,54.19,1424,7.67,49027,0.54,44.7
"China","Leprosy","Neurological","Young Adult","Other","Therapy","No",2023,18.13,13.72,5.12,290032,59.73,3.48,6.77,37672,70.45,2849,3.26,34670,0.46,80.99
"Russia","Parkinson's Disease","Bacterial","Young Adult","Other","Medication","No",2023,1.01,10.64,3.45,14817,69.98,3.81,1.91,11315,50.72,2404,4.91,74363,0.69,78.01
"India","Alzheimer's Disease","Bacterial","Child","Female","Vaccination","Yes",2024,9.51,12.69,4.93,730771,99.12,4.62,2.78,30480,85.83,4588,4.69,60749,0.5,42.02
"USA","Diabetes","Infectious","Young Adult","Other","Vaccination","Yes",2021,10.17,10.96,6.21,625973,82.53,1.04,6.22,41116,97.04,3915,1.63,70165,0.47,30.33
"India","Malaria","Genetic","Adult","Other","Surgery","Yes",2024,17.39,10.93,6.36,109013,74.85,1.09,6.01,21047,81.9,3850,9.28,67765,0.77,78.2
"India","Measles","Neurological","Adult","Male","Medication","Yes",2024,9.08,6.56,0.28,469551,73.13,0.96,2.07,45687,90.91,4761,7.92,74469,0.68,72.6
"UK","Tuberculosis","Viral","Young Adult","Male","Medication","Yes",2024,11.15,14.83,2.08,502952,81.12,4.74,3.56,34223,87.01,782,1.39,57385,0.8,80.23
"Russia","Leprosy","Infectious","Adult","Male","Surgery","No",2021,18.9,14.21,6.21,76695,79.77,4.62,3.68,11493,68.98,162,0.35,1806,0.46,65.97
"Argentina","Parkinson's Disease","Infectious","Child","Female","Surgery","Yes",2021,17.25,3.87,6.18,623551,68.9,2.3,6.17,10576,51.72,2627,3.32,64096,0.62,58.05
"China","Ebola","Infectious","Young Adult","Female","Vaccination","Yes",2022,12.95,6.66,8.18,501599,57.55,2.69,5.57,43306,61.4,2604,4.9,83185,0.44,24.53
"China","Hepatitis","Respiratory","Young Adult","Other","Vaccination","No",2023,19.61,10.52,0.88,402847,78.43,4.34,4.25,9200,62.17,1087,5.83,48080,0.41,62.74
"China","Polio","Parasitic","Child","Female","Vaccination","Yes",2022,11.18,0.98,3.87,681029,61.09,2.42,0.64,6695,80.36,4808,9.29,84861,0.78,54.13
"UK","Diabetes","Bacterial","Young Adult","Male","Surgery","No",2022,12.53,3.74,4.89,361466,55.87,3.88,5.03,20920,91.54,4835,2.47,52498,0.86,75.59
"Argentina","Parkinson's Disease","Respiratory","Child","Male","Therapy","No",2020,3.44,6.69,3.84,498266,74.92,0.91,6.94,20183,73.85,2599,2.12,73895,0.77,78.96
"USA","Diabetes","Chronic","Senior","Female","Medication","Yes",2022,14.7,9.97,8.78,448257,73.98,2.67,8.34,13131,55.82,1839,7.27,13138,0.47,52.42
"South Africa","Hepatitis","Genetic","Child","Other","Vaccination","No",2023,19.46,0.38,7.12,962210,77.18,4.48,6.3,16308,90.53,2356,2.72,74799,0.52,29.56
"Argentina","Leprosy","Parasitic","Young Adult","Other","Medication","No",2020,16.28,5.75,1.99,841849,77.62,4.68,2.11,48930,51.86,3275,8.11,21503,0.85,39.13
"China","Parkinson's Disease","Parasitic","Adult","Male","Medication","No",2024,6.06,10.48,2.93,484150,50.7,2.41,2.94,36141,86.48,3143,5.85,36174,0.61,74.86
"South Africa","Ebola","Chronic","Senior","Female","Therapy","No",2022,11.03,4.96,6.5,169451,56.93,0.87,6.08,11949,68.1,4794,5.01,6025,0.42,33.18
"Russia","Alzheimer's Disease","Metabolic","Senior","Other","Therapy","No",2024,14.27,11.67,8.35,618421,55.88,0.53,9.71,30298,93.75,3777,2.52,95964,0.9,23.16
"Russia","Diabetes","Chronic","Senior","Female","Therapy","Yes",2024,12.94,10.74,7.54,425657,90.75,3.91,5.87,21091,91.24,3128,9.13,59954,0.43,33.52
"Nigeria","Diabetes","Infectious","Adult","Female","Therapy","No",2023,12.64,0.41,8.88,66224,80.28,3.8,9.69,30060.8,69.87,4045,8.66,74535,0.67,80.58
"South Africa","HIV/AIDS","Neurological","Young Adult","Other","Surgery","No",2023,3.46,8.25,2.51,808238,59.77,2.61,5.76,21263,71.52,2602,9.48,78581,0.84,54.95
"Nigeria","Malaria","Bacterial","Adult","Female","Vaccination","Yes",2023,11.38,6.42,9.4,679570,63.77,2.87,7.43,39729,70.07,2265,7.73,93689,0.6,61.13
"Argentina","Asthma","Autoimmune","Child","Male","Medication","No",2024,11.23,9.8,0.21,370699,99.91,3.42,6.24,5970,68.48,898,7.37,26169,0.88,70.88
"Argentina","Cancer","Viral","Child","Female","Vaccination","No",2020,16.82,11.01,8.28,14163,51.05,1.94,8.86,3910,78.46,896,6.69,6702,0.49,49.86
"China","Dengue","Respiratory","Young Adult","Female","Surgery","No",2022,10.63,5.31,1.24,838341,99.75,0.71,7.42,30048,52.77,2479,9.35,11560,0.78,21.24
"Russia","Measles","Autoimmune","Young Adult","Other","Therapy","Yes",2021,14.89,6.91,4.9,571978,55.79,3.31,1.64,12592,88.42,4807,2.16,50766,0.7,39.2
"South Africa","Influenza","Infectious","Senior","Other","Vaccination","No",2022,6.87,14.17,9.6,197735,60.79,0.9,9.41,39873,67.75,4775,5.79,65938,0.54,63.77
"Russia","Ebola","Neurological","Senior","Other","Therapy","Yes",2022,13.58,14.3,8.01,915720,84.47,1.06,6.62,5106,83.43,3257,3.06,94512,0.81,31.88
"Argentina","Malaria","Parasitic","Adult","Male","Therapy","Yes",2024,15.06,4.25,7.08,964450,55.55,3.36,3.98,35709,93.07,4557,5.86,16050,0.47,47.45
"Russia","Hepatitis","Genetic","Young Adult","Other","Medication","Yes",2024,8.57,3.34,2.65,963128,97.34,0.9,1.55,8084,65.63,1856,9.45,5368,0.62,64.15
"India","Diabetes","Chronic","Adult","Female","Surgery","No",2023,3.46,9.95,7.93,382044,67.09,1.77,4.65,16375,84.29,4375,2.43,4556,0.84,54.24
"Argentina","HIV/AIDS","Metabolic","Adult","Male","Medication","No",2022,0.33,8.43,2.11,362199,67.95,3.28,3.64,32451,74.37,346,0.37,62784,0.5,52.74
"Argentina","Malaria","Respiratory","Young Adult","Female","Vaccination","Yes",2020,6.09,11.52,2.36,240097,55.54,2.03,7.09,29568,72.31,1196,7.25,99411,0.83,83.14
"South Africa","Rabies","Parasitic","Adult","Female","Vaccination","Yes",2022,4.62,0.23,5.46,945550,52.96,1.82,2.8,41962,92.96,2814,1.99,20862,0.69,54.97
"UK","Alzheimer's Disease","Autoimmune","Adult","Female","Surgery","No",2021,9.19,5.63,6.41,926732,54.09,4.06,6.87,32243,54.69,2158,9.22,13939,0.46,56.9
"Russia","Parkinson's Disease","Parasitic","Adult","Male","Vaccination","Yes",2022,1.38,3.28,2.7,427278,85.55,1.57,6.64,48843,64.92,1039,5.99,68460,0.46,66.98
"UK","Ebola","Parasitic","Young Adult","Male","Medication","Yes",2021,16.36,14.91,4.33,67556,93.54,4.99,3.48,3355,50.23,1024,6.3,67025,0.49,60.89
"Russia","Asthma","Infectious","Senior","Male","Therapy","Yes",2021,5.56,2.05,5.95,362931,64.26,1.88,4.6,812,89.52,3090,7.48,53606,0.71,53.84
"South Africa","Hypertension","Chronic","Child","Other","Medication","No",2021,0.92,11.16,4.47,144610,52.43,2.44,5.72,16714,86.59,2293,6.55,81261,0.83,71.04
"Russia","Hepatitis","Chronic","Young Adult","Other","Vaccination","No",2022,16.84,7.34,2.31,152048,75.07,2.97,9.18,36981,56.74,3838,7.8,8645,0.7,41.29
"USA","Alzheimer's Disease","Chronic","Senior","Other","Vaccination","No",2023,16.58,2.03,3.49,71577,97.43,4.98,3.23,34579,83.59,4404,9.99,53510,0.5,75.2
"China","Diabetes","Parasitic","Child","Other","Surgery","No",2024,0.49,5.26,3.49,275675,79.75,1.52,5.1,9627,94.79,4849,0.08,96017,0.42,62.56
"China","Tuberculosis","Cardiovascular","Young Adult","Male","Medication","Yes",2023,7.18,4.41,1.29,888317,77.16,1.64,1.11,32045,57.71,414,7.85,89622,0.65,58.2
"South Africa","Rabies","Parasitic","Child","Male","Therapy","No",2023,4.82,6.67,5.66,699552,98.51,2.17,5.85,16067,92.1,391,5.99,83720,0.52,74
"India","Measles","Infectious","Senior","Male","Therapy","Yes",2024,9.05,11.66,4.12,90727,51.97,2.77,6.39,44144,77.43,373,5.44,47373,0.7,64.51
"India","Ebola","Autoimmune","Young Adult","Female","Medication","No",2024,12.88,3.54,0.32,957056,95.08,2.97,0.56,46218,86.97,3179,2.49,16279,0.81,83.12
"China","Cancer","Cardiovascular","Adult","Other","Surgery","No",2023,17.39,1.97,0.59,902411,70.47,4.52,8.79,47613,84.49,3704,4.54,94977,0.58,64.11
"India","Leprosy","Neurological","Adult","Female","Vaccination","No",2024,1.88,14.89,8.88,320474,65.94,3.75,5.31,20229,60.11,4299,6.88,15038,0.69,40.49
"Nigeria","Hepatitis","Genetic","Senior","Female","Medication","No",2023,12.34,14.54,6.93,101032,62.12,4.5,7,43165,76.57,665,1.65,3745,0.82,31.09
"Nigeria","Rabies","Cardiovascular","Adult","Female","Therapy","No",2021,3.65,12.52,0.81,149405,93.91,3.42,2.37,34842,91.49,503,2.96,66312,0.78,40.23
"South Africa","Influenza","Neurological","Child","Male","Therapy","No",2022,11.94,9.01,9.79,233712,86.75,2.92,1.94,29130,55.84,4361,3.67,91829,0.45,56.36
"China","Cancer","Infectious","Child","Other","Medication","No",2021,3.16,8.79,8.03,138660,61.13,2.07,7.45,9690,71.6,1651,3.68,38256,0.51,75.21
"USA","Cholera","Metabolic","Senior","Male","Therapy","No",2023,13.91,4.06,8.38,648580,86.72,4.03,4.18,22887,83.47,2604,5.73,44044,0.89,52.72
"Russia","Ebola","Neurological","Senior","Male","Medication","No",2022,18.48,13.8,3.7,855235,52.12,4.48,5.97,35081,94.04,3806,2.86,12180,0.67,44.8
"India","Hypertension","Autoimmune","Senior","Female","Surgery","Yes",2024,0.48,9.88,6.78,561546,67.1,0.83,1.84,16596,75.23,2186,7.77,25334,0.89,25.76
"South Africa","Ebola","Neurological","Senior","Other","Therapy","Yes",2024,12.02,8.7,3.1,558269,82.69,1.17,2.95,8142,59.75,3734,7.23,33090,0.46,71.46
"Argentina","Asthma","Viral","Child","Other","Surgery","Yes",2021,18.93,5.45,0.71,852876,69.84,3.6,8.05,7834,78.72,3527,7.36,20350,0.88,44.45
"UK","Hepatitis","Genetic","Adult","Female","Therapy","Yes",2020,13.57,9.78,7.12,902009,64.23,1.89,0.82,33322,86.38,1202,6.77,5226,0.78,80.96
"South Africa","COVID-19","Infectious","Senior","Other","Therapy","No",2023,10.85,12.44,5.71,85325,77.38,1.27,6.54,27108,52.76,4224,2.49,93620,0.55,38.99
"Argentina","Influenza","Autoimmune","Senior","Female","Surgery","No",2022,10.21,0.87,5.63,525373,62.49,1.32,2.98,30431,60.85,1759,3.23,10191,0.69,79.63
"USA","Tuberculosis","Viral","Adult","Other","Vaccination","Yes",2023,3.38,1.25,1.93,417790,62.78,4.76,8.53,46653,83.82,3644,0.94,22760,0.43,44.73
"USA","Zika","Autoimmune","Senior","Female","Surgery","No",2021,10.74,1.19,1.41,581587,65.12,3.64,0.78,22570,51.3,894,6.07,5530,0.67,62.07
"India","Alzheimer's Disease","Genetic","Adult","Female","Surgery","No",2021,6.34,1.85,2.9,865760,81.54,3.28,8.5,24853,78.57,4473,5.91,45277,0.45,70.79
"Nigeria","HIV/AIDS","Chronic","Child","Other","Medication","Yes",2021,8.29,6.64,7.69,226456,59.15,3.75,6.8,42558,64.54,2495,1.19,36442,0.57,30.05
"South Africa","Influenza","Cardiovascular","Adult","Male","Surgery","No",2023,16.59,5.4,1.2,379076,83.94,1.8,7.17,475,62.24,4857,5.8,96052,0.89,84.54
"USA","Measles","Metabolic","Child","Female","Therapy","Yes",2023,11.91,14.66,6.36,944283,79.98,1.57,9.99,724,76.92,116,8.98,25599,0.47,72.02
"USA","COVID-19","Chronic","Child","Male","Vaccination","Yes",2020,12.66,11.16,6.03,696991,61.56,4.69,8.13,49693,83.24,3456,8.87,48449,0.79,27.64
"USA","Leprosy","Cardiovascular","Senior","Male","Vaccination","Yes",2021,15.67,9.07,6.53,755336,53.02,2.45,1.58,4970,91.16,2062,6.79,57899,0.46,75.15
"Nigeria","Parkinson's Disease","Metabolic","Senior","Other","Vaccination","No",2023,17.14,14.63,1.26,988608,81.2,1.72,7.4,32888,97.13,1413,6.14,55475,0.55,60.68
"UK","Hepatitis","Viral","Child","Female","Therapy","No",2021,7.39,11.61,2.73,207481,92.75,3.99,3.36,20658,79.3,63,4.05,42488,0.61,70.58
"China","HIV/AIDS","Cardiovascular","Child","Female","Vaccination","Yes",2023,16.85,0.23,2.03,266204,79.52,1.43,2.04,29091,85.02,3538,7.45,88789,0.49,75.23
"India","Diabetes","Viral","Young Adult","Other","Surgery","Yes",2024,11.59,12.21,8.04,809254,84.15,2.96,4.44,8112,50.54,4448,7.76,74347,0.56,81.42
"China","Asthma","Parasitic","Senior","Male","Vaccination","No",2022,2,6.3,7.26,886424,50.37,4.22,8.96,28670,98.73,4213,7.36,54270,0.56,64.28
"Russia","Malaria","Neurological","Senior","Female","Therapy","No",2022,18.85,11.62,5.1,19438,58.69,0.78,2.35,33106,89.82,2264,9.78,20547,0.51,80.38
"China","Rabies","Viral","Senior","Male","Therapy","No",2022,16.07,14.98,9.05,874910,51.36,1.08,3.7,26767,57.73,4065,7.57,31534,0.85,29.89
"Russia","COVID-19","Respiratory","Child","Male","Surgery","Yes",2023,10.34,1.97,5.08,816567,72.47,3.74,4.24,20010,83.9,2078,6.02,91769,0.65,44.8
"Russia","Dengue","Viral","Adult","Female","Therapy","No",2020,2.29,5.17,9.26,681686,61.24,1.7,8.7,33169.83,90.34,2829,7.42,61243,0.79,73.58
"UK","Hypertension","Parasitic","Young Adult","Male","Therapy","Yes",2023,17.47,2.68,2.99,455285,54.25,3.62,0.88,7233,79.06,3020,7.36,58175,0.56,52.22
"Argentina","Cholera","Bacterial","Senior","Female","Therapy","Yes",2024,9.57,12.34,8.59,823756,67.18,1.77,3.03,41381,65.16,696,4.7,53359,0.72,32.53
"UK","Diabetes","Infectious","Child","Female","Medication","Yes",2022,15.86,3.81,7.33,289229,80.3,3.31,4.4,35478,60.48,3506,7.18,4796,0.72,42.97
"South Africa","Influenza","Autoimmune","Senior","Female","Medication","No",2021,5.65,12.9,7.23,672473,63.76,2.52,9.91,1391,88.85,3058,5.07,88851,0.78,72.82
"China","Ebola","Infectious","Adult","Other","Vaccination","Yes",2024,18.12,4.47,0.72,746650,70.64,2.79,4.9,36283,95.34,2200,6.85,64269,0.75,80.29
"USA","Hypertension","Metabolic","Child","Other","Medication","No",2024,15.52,3.11,4.3,672913,87.89,1.89,2.34,24349,62.81,4847,2.59,37062,0.76,84.56
"Russia","Zika","Bacterial","Adult","Male","Surgery","No",2022,11.88,1.4,6.37,897689,98.11,1.51,8.26,42650,74.33,1390,7.72,83170,0.67,71.63
"South Africa","Asthma","Metabolic","Young Adult","Male","Therapy","No",2023,13.43,8.84,6.59,811087,97.88,3.99,4.14,24895,98.12,688,8.87,34609,0.76,20.09
"USA","Malaria","Viral","Child","Female","Vaccination","Yes",2022,10.17,12.82,7.18,452997,86.1,3.91,1.04,18186,98.11,2738,5.61,63663,0.78,67.36
"Argentina","Diabetes","Chronic","Senior","Other","Therapy","Yes",2021,2.48,14.49,5.2,474012,77.92,4.35,8.62,15317,85.81,1417,4.15,72956,0.61,67.55
"UK","Asthma","Infectious","Young Adult","Female","Therapy","Yes",2024,5.61,11.04,8.27,914979,80.55,1.85,5.18,27937,90.18,4570,8.03,56151,0.58,25.64
"Argentina","HIV/AIDS","Genetic","Senior","Female","Surgery","No",2022,14.27,4.07,6.51,705893,91.24,3.78,4.05,37943,95.46,431,1.54,15770,0.58,50.01
"Nigeria","Parkinson's Disease","Infectious","Senior","Male","Therapy","No",2021,3.75,6.57,1.71,779754,58.73,3.67,3.9,42296,76.98,2469,8.12,72506,0.52,67.5
"UK","Leprosy","Neurological","Child","Other","Medication","No",2024,2.47,5.69,1.21,173738,72.04,4.81,1.79,2246,84.1,578,2.78,87099,0.76,59.38
"Argentina","Leprosy","Metabolic","Adult","Male","Surgery","Yes",2023,11.1,2.45,4.6,427789,58.24,0.85,7.43,13634,52.71,865,6.1,90553,0.49,84.85
"China","Tuberculosis","Genetic","Senior","Male","Medication","No",2022,19.1,4.55,6.62,725070,74.19,4.03,9.09,49680,61.83,1593,9.06,55790,0.59,67.94
"China","Hepatitis","Chronic","Young Adult","Male","Surgery","Yes",2023,8.83,11.61,8.51,121289,68.87,3.58,6.5,32918,73.37,1921,0.4,46776,0.81,48.64
"Russia","Alzheimer's Disease","Chronic","Adult","Other","Therapy","Yes",2022,11.01,6.41,2.53,938435,58.42,4.51,1.58,44905,62.83,3851,0.55,68242,0.66,51.51
"UK","Malaria","Genetic","Child","Female","Surgery","No",2024,16.31,4.04,8.64,434149,66.5,2.82,9.42,25681,79.31,1630,1.88,10263,0.43,51.79
"Russia","Parkinson's Disease","Genetic","Adult","Female","Surgery","Yes",2021,6.78,11.2,3.59,598204,83.73,4.14,4.33,45330,54.71,3837,6.58,21016,0.55,65.86
"India","HIV/AIDS","Respiratory","Senior","Male","Therapy","Yes",2022,9.46,10.09,5.53,105726,84.42,1.33,3.75,33990,87.79,1541,5.68,66620,0.76,85.83
"China","Measles","Bacterial","Adult","Female","Medication","Yes",2022,10.08,3.72,2.9,430463,75.05,4.95,7.21,3905,64.38,2784,2.56,20102,0.77,26.07
"Nigeria","Hypertension","Parasitic","Senior","Female","Surgery","Yes",2022,5.55,3.89,7.44,410144,84.4,3.89,5.3,12184,96.95,808,4.19,57365,0.75,74.04
"Nigeria","Asthma","Chronic","Child","Male","Surgery","Yes",2021,17.76,7.46,3.28,773904,90.03,4.9,5.46,7666,50.02,566,6.54,77462,0.69,59.48
"Nigeria","Rabies","Neurological","Senior","Female","Surgery","Yes",2022,0.24,8.36,2.78,516571,82.65,0.57,8.32,37461,52.96,4205,1.85,67968,0.64,74.15
"India","Hypertension","Autoimmune","Adult","Other","Vaccination","Yes",2021,18.19,12.5,6.88,924227,84.92,0.93,9.73,37445,88.27,2310,4.09,64493,0.48,53.73
"China","Measles","Bacterial","Child","Female","Medication","No",2023,18.12,13.22,0.51,359169,88.56,4.24,1.74,25259,78.72,958,8.69,23694,0.41,39.83
"India","COVID-19","Parasitic","Child","Female","Surgery","Yes",2021,5.25,8.67,9.53,458851,77.4,2.95,6.17,7665,63.28,4470,2.57,87609,0.82,83.35
"Russia","Measles","Cardiovascular","Adult","Other","Surgery","Yes",2023,10.09,4.84,8.51,664463,96.24,4.73,4.76,12003,71.07,1312,8.72,47641,0.75,69.29
"USA","Alzheimer's Disease","Chronic","Adult","Male","Medication","Yes",2020,19.15,6.26,2.68,216914,64.11,0.83,3.87,25631,93.84,4825,0.67,87257,0.85,55.5
"South Africa","Measles","Chronic","Child","Male","Medication","Yes",2020,5.7,8.76,2.3,278027,52.04,3.65,1.43,33922,88.8,3563,0.31,76744,0.68,21.39
"Russia","Zika","Respiratory","Senior","Female","Medication","No",2022,0.39,1.26,2.03,857312,75.07,3.86,8.01,37739,66.92,1799,3.75,96177,0.9,51.52
"South Africa","Ebola","Bacterial","Child","Other","Medication","No",2020,12.8,6.73,3.3,444626,64.51,1.33,5.83,49707,82.94,2947,1.24,37817,0.53,67.95
"USA","Hypertension","Bacterial","Young Adult","Male","Surgery","No",2024,10.11,10.02,4.55,320633,80.81,2.22,5.52,33769,93.65,4944,8.11,11258,0.52,46.51
"UK","Measles","Autoimmune","Child","Other","Vaccination","No",2022,13.8,5.52,5.36,162559,67.31,0.57,6.28,46336,91.3,3856,5.5,84607,0.6,53.58
"Russia","Malaria","Infectious","Child","Male","Surgery","Yes",2022,17.02,11.1,6.89,719756,55.18,2.65,2.83,36880,66,3314,0.55,35372,0.43,62.59
"Russia","Cancer","Chronic","Adult","Male","Therapy","Yes",2020,8.76,3.31,1.09,464723,71.42,3.79,3.9,47699,64.91,2042,0.85,28910,0.57,62.35
"India","Ebola","Bacterial","Young Adult","Other","Vaccination","No",2024,14.44,6.91,7.2,743511,52,1.98,5.66,28791,74.72,1843,5.75,98978,0.85,60.05
"Nigeria","Cancer","Parasitic","Adult","Female","Vaccination","Yes",2022,17,8.42,3.49,605688,92.51,3.07,9.1,38878,65.37,4995,7.51,17700,0.84,20.53
"South Africa","Polio","Parasitic","Adult","Male","Vaccination","Yes",2020,5,2.87,4.88,97781,69.81,3.18,9.32,31694,65.15,815,3.58,5071,0.86,49.38
"Argentina","Tuberculosis","Parasitic","Young Adult","Female","Surgery","No",2024,3.19,12.82,7.89,498498,83.24,0.67,8.64,35194,74.3,360,8.75,14432,0.48,40.55
"China","COVID-19","Respiratory","Child","Male","Surgery","No",2020,17.57,14.36,7.6,886666,57.43,1.14,5.21,19201,71.6,2081,7.64,56664,0.56,28.68
"South Africa","Dengue","Viral","Adult","Other","Vaccination","No",2022,15.07,3.89,2.16,215596,79.12,3.12,3.01,7763,94.77,93,1.34,86069,0.83,30.41
"China","Parkinson's Disease","Chronic","Adult","Other","Surgery","Yes",2023,13.49,4.6,5.69,72972,63.21,4.66,9.21,32501,61.57,1048,9.96,6133,0.45,36.95
"Russia","Influenza","Cardiovascular","Young Adult","Female","Vaccination","Yes",2020,15.33,10.95,5.56,442723,60.28,3.03,4.53,22039,88.23,4439,1.13,15139,0.71,71.73
"India","Polio","Neurological","Senior","Female","Medication","Yes",2022,2.03,11.19,1.58,567613,73.32,4.67,4.96,9051,95.46,4238,4.75,11762,0.74,34.43
"Argentina","Hypertension","Autoimmune","Young Adult","Other","Therapy","Yes",2020,9.4,9.95,2.55,926144,97.43,2.2,5.61,10105,84.36,1592,7.2,44981,0.85,33.72
"Russia","Hypertension","Cardiovascular","Adult","Female","Medication","No",2023,14.98,7.6,3.78,205346,91.63,1.97,2.39,510,63.84,635,6.32,53171,0.75,54.98
"Russia","Polio","Autoimmune","Young Adult","Male","Therapy","Yes",2021,2.79,12,6.66,70063,62.63,0.92,4.06,38106,50.21,1566,3.73,17404,0.45,62.82
"China","Measles","Respiratory","Child","Other","Surgery","No",2024,6.46,1.63,0.63,289550,91.2,0.58,1.85,9943,76.66,625,0.29,55838,0.78,70.64
"Argentina","Dengue","Autoimmune","Young Adult","Male","Vaccination","No",2021,18.91,11.52,9.97,817213,94.38,3.24,4.91,2164,76.32,1730,4.32,65400,0.65,41.32
"UK","Influenza","Cardiovascular","Child","Female","Vaccination","Yes",2024,5.88,4.22,4.68,907832,89.03,2.4,3.01,3217,94.23,2776,7.16,64161,0.89,63.59
"USA","Tuberculosis","Bacterial","Child","Other","Medication","No",2023,0.4,9.69,7.69,156644,84.36,0.86,2.28,3464,93.94,3905,6.23,57574,0.53,51.81
"USA","Hepatitis","Cardiovascular","Child","Other","Medication","No",2022,19.44,12.02,3.7,700096,74.91,2.8,4.1,32979,77.81,2793,2.42,76923,0.72,58.87
"India","HIV/AIDS","Metabolic","Senior","Male","Vaccination","Yes",2021,17.52,8.72,6.87,472384,50.62,3.01,8.53,2995,88.37,2111,6.18,76664,0.57,84
"Nigeria","Leprosy","Autoimmune","Young Adult","Other","Therapy","No",2022,5.13,6.85,6.2,340456,98.76,2.05,7.51,47407,59.69,3200,8.09,62446,0.55,21.41
"Russia","Measles","Parasitic","Child","Female","Therapy","Yes",2022,14.1,6.26,1.26,726103,52.25,4.03,8.89,32962,50.87,1369,6,67883,0.84,36.19
"South Africa","Leprosy","Cardiovascular","Young Adult","Other","Vaccination","No",2023,0.87,7.24,7.87,711085,88.2,4.65,2.55,24813,62.81,3769,4.21,46541,0.56,58.03
"Argentina","Dengue","Respiratory","Young Adult","Female","Vaccination","No",2023,2.5,14.28,3.57,515085,81.19,0.59,7.65,30406,75.77,4854,2.68,24553,0.77,88.35
"China","Diabetes","Neurological","Senior","Male","Surgery","Yes",2023,2.74,3.89,7.65,840607,71.09,0.55,3.05,NA,57.99,4895,2.79,35966,0.83,40.58
"UK","Hepatitis","Genetic","Child","Female","Vaccination","No",2022,5.94,10.69,2.1,339199,58.62,1.31,2.8,41021,55.87,932,9.74,32019,0.72,85.16
