Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Russia,2021,Polio,Infectious,12.4,13.22,3.47,19-35,Other,591013,,3.86,9.51,Therapy,37506.0,Yes,64.03,4437,2.7,52984.0,0.49,43.34
USA,2023,Tuberculosis,Genetic,0.3,11.73,3.74,61+,Female,446065,66.04,4.19,6.26,Medication,23398.0,Yes,75.41,804,2.96,59202.0,0.86,36.05
China,2022,Hypertension,Chronic,14.28,4.99,2.09,19-35,Female,350716,67.36,4.14,9.36,Medication,27370.0,Yes,96.0,4103,1.09,713.0,0.7,49.7
China,2020,Measles,Infectious,11.92,4.7,4.65,19-35,Other,737120,66.43,3.23,8.61,Surgery,17854.0,No,74.63,1996,4.66,28691.0,0.44,62.16
India,2024,Cancer,Viral,9.51,4.84,2.26,0-18,Other,795223,64.89,3.4,0.97,Vaccination,25197.0,No,82.47,2680,9.78,13510.0,0.78,75.57
India,2021,Parkinson's Disease,Infectious,8.15,4.7,9.43,36-60,Female,34329,91.31,2.14,2.5,Surgery,40784.0,No,88.76,1401,7.45,67217.0,0.5,57.49
South Africa,2020,Parkinson's Disease,Chronic,12.49,14.69,7.49,0-18,Male,94146,52.17,2.3,6.45,Medication,29892.0,No,79.38,302,5.99,39867.0,0.85,27.63
Argentina,2021,Diabetes,Viral,5.46,10.91,2.05,19-35,Other,72016,55.28,2.99,6.55,Surgery,27234.0,No,71.7,269,4.03,88301.0,0.82,81.73
Russia,2020,Parkinson's Disease,Genetic,10.53,0.38,1.52,0-18,Male,364154,90.22,0.53,6.96,Surgery,43800.0,Yes,93.81,163,4.97,42779.0,0.9,71.29
UK,2021,Asthma,Parasitic,16.46,14.81,4.28,19-35,Male,33111,77.73,2.18,3.1,Therapy,18572.0,Yes,93.63,330,4.45,75702.0,0.57,30.53
USA,2022,Measles,,10.4,0.45,9.48,36-60,Male,267905,79.65,1.1,9.0,Vaccination,16517.0,No,75.22,4694,7.87,73827.0,0.56,82.76
China,2021,Polio,Genetic,12.69,,6.48,61+,Male,57608,87.3,1.59,9.98,Surgery,16925.0,Yes,52.7,1608,7.47,3269.0,0.55,70.15
Russia,2024,Influenza,Bacterial,19.34,1.23,4.82,0-18,Male,694647,95.07,4.32,7.57,Medication,26235.0,Yes,76.51,19,2.16,75842.0,0.63,87.49
China,2024,Cholera,Chronic,8.97,4.71,2.04,61+,Male,719443,78.74,0.55,4.03,Vaccination,45586.0,No,95.7,4355,2.72,94531.0,0.63,34.35
USA,2024,Tuberculosis,Autoimmune,10.3,13.7,6.97,61+,Female,708110,80.55,2.32,4.86,Therapy,11450.0,Yes,78.29,2757,5.19,14126.0,0.88,46.76
Russia,2020,Alzheimer's Disease,Neurological,10.53,11.4,8.77,61+,Male,60296,73.47,4.09,7.21,Surgery,26934.0,Yes,98.52,2308,9.53,63960.0,0.56,37.01
Russia,2020,Hepatitis,Viral,0.67,9.86,2.02,36-60,Female,982832,74.19,2.16,5.77,Therapy,6455.0,No,68.64,1637,7.31,40990.0,0.82,39.07
South Africa,2023,Malaria,Autoimmune,7.73,8.02,6.56,61+,Female,729506,63.7,0.64,8.4,Therapy,40112.0,Yes,66.28,2263,0.7,19776.0,0.6,28.75
Russia,2022,Hypertension,Bacterial,6.21,11.04,0.92,61+,Male,860310,84.04,4.43,8.46,Therapy,47099.0,Yes,96.26,4432,0.06,65198.0,0.57,46.41
Nigeria,2020,Leprosy,Neurological,0.87,5.94,6.97,61+,Other,167262,95.07,1.91,6.05,Medication,46982.0,Yes,51.88,3477,6.17,30143.0,0.64,69.81
South Africa,2021,Parkinson's Disease,Chronic,5.59,0.79,3.55,19-35,Female,165165,65.49,4.34,2.4,Vaccination,38843.0,Yes,52.66,4036,1.39,974.0,0.66,66.86
UK,2023,Parkinson's Disease,Bacterial,14.88,2.3,3.47,19-35,Female,748229,59.36,3.77,7.47,Medication,34859.0,No,53.02,4491,1.33,69957.0,0.73,73.38
South Africa,2022,Hepatitis,Genetic,6.2,13.95,9.92,19-35,Other,630495,80.23,0.85,2.83,Medication,26516.0,No,90.73,802,9.77,47693.0,0.76,77.73
India,2022,Hypertension,Infectious,18.35,,4.49,19-35,Female,28636,87.69,4.86,5.31,Vaccination,26721.0,No,93.38,115,2.16,46427.0,0.82,22.36
Nigeria,2022,Tuberculosis,Parasitic,14.63,14.54,4.76,19-35,Other,646266,70.11,1.68,2.92,Vaccination,27603.0,Yes,76.27,3028,9.47,66312.0,0.43,38.96
Nigeria,2021,Cancer,Infectious,12.14,0.47,0.62,0-18,Other,1593,61.32,3.25,1.29,Vaccination,6173.0,No,65.51,2801,1.94,28282.0,0.73,45.42
Argentina,2020,Dengue,Respiratory,12.32,3.27,2.29,36-60,Female,340282,80.05,4.16,8.78,Medication,33181.0,No,64.02,1503,7.34,23649.0,0.67,41.0
Nigeria,2020,Measles,Parasitic,4.44,14.43,0.26,19-35,Female,328352,93.66,,6.28,Therapy,14719.0,Yes,60.3,4674,8.65,59520.0,0.49,79.08
Russia,2022,Influenza,Chronic,16.18,5.92,1.03,0-18,Female,67279,65.36,1.47,6.35,Surgery,41652.0,Yes,77.22,19,2.27,71413.0,0.81,77.52
South Africa,2021,Leprosy,Infectious,10.78,3.45,1.41,36-60,Other,718401,67.99,3.15,3.79,Surgery,15641.0,Yes,93.67,1153,2.7,981.0,0.79,47.8
Nigeria,2021,Measles,Genetic,5.76,4.73,4.98,0-18,Male,160539,75.52,1.1,3.26,Vaccination,14405.0,No,93.56,4559,6.94,66692.0,0.55,32.79
Russia,2021,Hepatitis,Neurological,2.14,0.55,2.21,19-35,Other,514065,83.39,4.85,3.07,Surgery,26518.0,Yes,98.23,3849,2.37,51828.0,0.51,56.77
China,2023,Measles,Viral,7.15,14.03,4.2,0-18,Other,148806,78.95,2.52,5.21,Vaccination,42354.0,No,78.63,4931,6.74,6732.0,0.83,47.87
Argentina,2024,Asthma,Viral,10.36,,1.7,61+,Female,448363,51.3,4.06,7.08,Medication,6583.0,Yes,64.08,3173,0.18,34571.0,0.49,57.38
UK,2020,Parkinson's Disease,Parasitic,12.1,14.99,8.7,61+,Female,175479,73.36,3.67,5.25,Therapy,22267.0,No,50.78,2700,0.37,85029.0,0.56,20.36
UK,2020,Parkinson's Disease,Bacterial,10.6,1.86,9.6,19-35,Female,107621,68.06,1.25,7.51,Therapy,23322.0,No,78.32,1945,1.65,51364.0,0.89,41.22
Russia,2021,Asthma,Respiratory,3.91,9.64,2.7,19-35,Other,657261,,1.87,7.28,Therapy,2101.0,No,93.08,3235,0.16,62494.0,0.63,86.92
UK,2020,HIV/AIDS,Genetic,13.99,9.04,7.38,36-60,Male,855177,62.59,4.89,4.11,Medication,46587.0,No,79.63,166,7.27,33988.0,0.87,67.06
UK,2023,Dengue,Genetic,17.48,14.73,4.35,61+,Female,177399,84.02,2.96,3.34,Surgery,2703.0,Yes,78.39,2135,1.16,23772.0,0.63,78.24
South Africa,2023,Diabetes,Cardiovascular,1.53,9.77,8.38,0-18,Male,895027,85.84,2.95,,Medication,9093.0,No,62.35,4472,0.37,12407.0,0.43,70.42
UK,2024,Polio,Chronic,13.42,5.5,8.25,61+,Male,779571,98.27,2.73,1.44,Therapy,18757.0,Yes,95.12,3045,2.1,94399.0,0.79,79.76
India,2021,COVID-19,Metabolic,13.13,14.26,0.82,36-60,Other,805544,56.52,1.21,2.14,Vaccination,43822.0,Yes,57.4,264,3.43,55485.0,0.83,45.76
Argentina,2020,Measles,Viral,16.15,9.39,2.14,0-18,Female,938269,51.51,3.45,,Surgery,15835.0,Yes,80.64,4621,2.14,15394.0,0.61,53.58
India,2023,Measles,Autoimmune,7.24,9.59,,19-35,Other,862838,53.85,3.71,7.43,Vaccination,13410.0,No,65.81,1561,8.75,26043.0,0.84,84.76
USA,2021,Ebola,Bacterial,8.38,11.88,2.13,0-18,Male,908426,91.9,4.36,8.88,Therapy,41928.0,Yes,53.13,3912,3.95,590.0,0.8,26.13
Argentina,2024,Malaria,Autoimmune,13.31,3.63,2.63,61+,Male,330920,84.55,1.36,0.68,Medication,39396.0,No,51.64,4198,4.78,2225.0,0.85,20.45
South Africa,2023,Alzheimer's Disease,Cardiovascular,4.16,8.41,2.6,19-35,Female,662160,50.85,2.01,5.25,Vaccination,20329.0,No,81.97,2338,7.13,22380.0,0.54,66.59
India,2022,Measles,,15.45,11.82,5.01,0-18,Other,996077,84.47,3.05,1.0,Medication,39279.0,Yes,52.91,3068,5.33,11417.0,0.48,65.46
India,2024,Diabetes,Genetic,4.89,3.06,1.04,0-18,Male,363764,85.07,3.35,3.94,Vaccination,49873.0,Yes,97.26,2942,5.02,19086.0,0.63,59.72
UK,2023,Hypertension,Chronic,3.8,11.42,6.86,36-60,Male,59228,69.23,2.87,3.09,Medication,33521.0,Yes,68.15,1462,3.92,57046.0,0.83,53.87
UK,2022,Rabies,Bacterial,8.38,11.08,0.84,19-35,Other,888643,72.54,3.65,1.73,Vaccination,41737.0,Yes,94.61,3913,4.37,9983.0,0.49,69.07
USA,2020,Parkinson's Disease,Autoimmune,5.33,4.11,6.73,61+,Male,915162,51.24,0.84,8.38,Vaccination,3497.0,No,89.02,4984,6.11,8606.0,0.72,49.52
China,2023,Leprosy,Cardiovascular,5.95,9.34,2.89,19-35,Male,320015,75.41,4.93,7.46,Therapy,35007.0,Yes,76.92,1742,3.54,10242.0,0.67,50.59
Russia,2020,Ebola,Bacterial,17.39,3.17,5.3,61+,Male,823720,96.17,0.9,7.85,Surgery,15290.0,Yes,71.28,4440,4.94,22592.0,0.7,55.28
South Africa,2024,HIV/AIDS,Viral,11.11,7.28,7.81,36-60,Female,412743,82.86,4.43,6.07,Therapy,32847.0,No,53.19,3782,2.87,61113.0,0.43,49.11
Russia,2022,Cholera,Chronic,15.44,2.45,8.74,36-60,Other,158061,83.21,4.13,6.66,Medication,8994.0,No,61.82,1590,6.96,46779.0,0.63,66.4
China,2024,Leprosy,Viral,7.1,8.82,9.52,61+,Male,324290,70.36,2.79,4.86,Medication,29129.0,Yes,78.07,3613,2.13,7773.0,0.8,68.33
Russia,2023,Malaria,Infectious,3.61,9.27,0.15,0-18,Male,339236,71.89,3.99,3.31,Surgery,18547.0,No,61.63,1024,9.33,77953.0,0.85,64.64
USA,2022,Measles,Metabolic,8.38,1.89,3.45,36-60,Other,235268,95.19,3.2,8.14,Vaccination,44917.0,Yes,74.22,3396,1.14,42617.0,0.87,38.33
USA,2021,Hepatitis,Genetic,,2.11,6.94,61+,Male,442689,82.62,4.42,9.26,Medication,16899.0,Yes,77.1,2770,5.24,18376.0,0.79,32.02
China,2021,Cholera,Metabolic,11.72,0.65,2.97,61+,Male,636511,51.53,2.68,8.16,Surgery,39476.0,No,90.68,2169,9.22,42286.0,0.44,76.03
USA,2023,Leprosy,,7.89,0.65,2.16,19-35,Female,497261,73.98,1.06,0.56,Vaccination,14171.0,Yes,52.07,2091,1.86,72948.0,0.67,47.35
China,2024,Ebola,Bacterial,7.21,5.53,8.39,61+,Female,710508,81.01,1.52,9.32,Vaccination,33528.0,No,65.59,4600,2.4,16968.0,0.77,27.33
UK,2020,Ebola,Parasitic,6.72,5.75,,61+,Male,481814,77.0,2.11,7.03,Medication,6759.0,Yes,69.77,4422,4.5,93220.0,0.84,38.18
Nigeria,2023,Cancer,Autoimmune,11.43,2.78,3.79,19-35,Female,290652,85.81,3.44,4.95,Vaccination,39553.0,Yes,88.53,3862,0.3,69657.0,0.67,58.92
Argentina,2021,Influenza,Autoimmune,0.41,13.65,6.35,0-18,Female,26670,73.47,3.82,8.42,Therapy,11093.0,No,59.21,4917,3.03,71646.0,0.42,68.57
India,2023,Cancer,Autoimmune,9.78,1.72,4.77,61+,Female,682954,90.5,3.96,6.29,Therapy,39832.0,No,57.09,2081,0.71,87977.0,0.83,48.84
USA,2022,Leprosy,Viral,18.01,10.3,4.11,36-60,Male,958715,88.97,,8.5,Medication,4970.0,Yes,87.01,3741,9.39,17228.0,0.86,34.95
China,2021,Tuberculosis,Bacterial,5.85,7.36,4.27,19-35,Female,194985,54.06,3.32,2.15,Therapy,25787.0,No,67.54,3772,0.19,40666.0,0.55,73.23
UK,2024,Measles,Chronic,9.8,13.74,5.96,36-60,Female,462064,63.81,3.42,3.64,Surgery,10895.0,Yes,50.95,1007,0.67,15567.0,0.51,78.19
India,2023,Rabies,Neurological,4.2,5.3,5.74,61+,Other,60340,98.51,0.8,8.47,Medication,16483.0,Yes,74.73,610,3.69,63452.0,0.54,22.61
Nigeria,2024,Asthma,Genetic,17.1,0.24,4.67,19-35,Male,938736,51.87,2.79,3.96,Vaccination,44761.0,No,71.72,2289,2.46,18509.0,0.52,66.32
South Africa,2024,Rabies,Autoimmune,17.68,5.9,7.78,19-35,Female,479949,54.88,2.2,7.21,Vaccination,33231.0,No,68.2,4321,3.53,79851.0,0.88,36.37
China,2020,Asthma,Parasitic,4.28,2.3,6.6,19-35,Female,273942,70.79,4.41,9.89,Medication,18160.0,Yes,77.63,2922,2.16,23383.0,0.71,27.52
USA,2022,Asthma,Metabolic,15.66,14.95,6.18,19-35,Female,359414,52.0,0.76,4.11,Surgery,10844.0,No,78.22,2877,7.49,62645.0,0.68,60.46
UK,2020,Influenza,Autoimmune,6.63,2.83,8.37,61+,Female,534927,99.59,3.94,9.19,Surgery,45058.0,Yes,91.44,148,5.9,43483.0,0.54,73.39
Argentina,2021,Asthma,Metabolic,9.97,12.14,8.43,61+,Female,843835,73.53,0.98,3.27,Medication,45130.0,No,65.11,479,6.6,39790.0,0.56,38.23
India,2023,Alzheimer's Disease,Infectious,15.25,11.03,0.96,19-35,Other,268565,74.3,3.12,3.9,Medication,35843.0,No,54.77,1245,5.0,28109.0,0.88,73.35
Nigeria,2024,Dengue,Metabolic,14.26,11.66,9.89,36-60,Other,548862,95.76,2.56,3.09,Surgery,25475.0,Yes,64.29,4805,9.44,49888.0,0.45,65.66
South Africa,2023,Parkinson's Disease,Neurological,2.77,6.51,5.61,19-35,Other,915059,89.59,2.95,8.95,Surgery,13347.0,No,59.9,1649,7.8,33358.0,0.62,84.75
UK,2023,Dengue,Viral,16.47,14.73,8.37,0-18,Female,829947,61.36,1.07,7.7,Vaccination,33883.0,No,81.3,3086,3.9,22153.0,0.61,82.78
Russia,2023,Rabies,Respiratory,18.8,2.17,1.18,19-35,Male,162528,69.19,0.7,7.95,Surgery,49545.0,Yes,95.19,1092,6.12,75879.0,0.42,65.37
Nigeria,2022,Cancer,Viral,8.3,14.46,6.25,0-18,Female,160944,69.02,3.53,1.67,Surgery,43557.0,Yes,52.41,1509,0.82,26211.0,0.82,36.31
UK,2023,Diabetes,Viral,15.61,5.86,3.93,36-60,Other,358004,58.5,0.64,4.06,Medication,2016.0,Yes,88.34,3838,3.72,85582.0,0.74,
UK,2021,Diabetes,Chronic,2.73,2.85,4.68,36-60,Other,771183,84.11,2.66,5.8,Therapy,23514.0,No,59.4,61,6.37,95856.0,0.66,71.48
South Africa,2023,Leprosy,Neurological,12.1,6.79,7.89,61+,Other,485108,67.94,3.44,2.83,Therapy,300.0,No,59.25,733,5.45,40808.0,0.71,42.97
Russia,2023,Polio,Chronic,13.08,9.01,8.71,61+,Other,639037,75.68,4.79,4.83,Surgery,35635.0,No,69.76,4206,8.93,28663.0,0.41,61.57
UK,2023,Hypertension,Cardiovascular,9.63,6.9,9.06,36-60,Female,420601,72.95,1.56,5.56,Therapy,18934.0,Yes,94.08,3188,7.47,16899.0,0.76,74.72
Russia,2024,Rabies,Bacterial,16.34,4.21,5.93,0-18,Other,637256,97.68,0.75,5.27,Vaccination,44867.0,No,76.41,4636,3.69,20296.0,0.79,68.75
UK,2024,Hepatitis,Infectious,1.01,13.63,6.88,36-60,Female,950426,60.45,2.34,6.14,Therapy,7787.0,Yes,75.96,3220,0.0,49226.0,0.74,75.52
UK,2021,Parkinson's Disease,Autoimmune,18.1,8.72,3.45,36-60,Other,250282,83.92,3.19,9.09,Medication,20415.0,No,54.4,904,1.38,87576.0,0.82,54.01
USA,2020,Tuberculosis,Respiratory,8.59,3.47,2.11,36-60,Male,516201,78.22,0.87,1.31,Therapy,2679.0,No,87.11,3622,5.06,19856.0,0.67,57.73
Argentina,2020,Asthma,Metabolic,11.3,8.45,0.14,0-18,Other,963803,96.41,1.09,2.44,Medication,33998.0,Yes,84.78,626,4.93,85719.0,0.51,33.29
India,2023,Cholera,Viral,7.1,9.86,2.72,0-18,Female,121523,50.57,4.41,9.4,Medication,46382.0,No,60.99,4256,9.88,12650.0,0.55,76.19
Argentina,2021,Parkinson's Disease,Cardiovascular,6.65,4.49,,0-18,Male,449904,83.32,4.13,9.98,Therapy,7451.0,Yes,66.44,2601,9.55,97733.0,0.74,23.64
India,2024,Malaria,Cardiovascular,5.31,12.92,9.32,36-60,Male,859708,90.72,1.87,7.07,Surgery,48623.0,Yes,86.47,4431,7.84,84304.0,0.83,85.66
Russia,2023,Influenza,Autoimmune,17.9,12.0,5.41,36-60,Male,76966,51.98,4.21,2.94,Surgery,21212.0,No,89.61,1290,9.47,85290.0,0.47,74.94
Nigeria,2021,Zika,Metabolic,19.09,0.49,4.9,36-60,Other,900802,61.06,4.41,8.54,Vaccination,7063.0,Yes,52.53,3592,4.87,50018.0,0.78,60.09
UK,2022,Leprosy,Parasitic,19.84,14.73,0.92,0-18,Male,980518,64.83,1.87,4.22,Medication,28867.0,No,95.91,2756,0.25,7675.0,0.72,59.31
Russia,2023,Parkinson's Disease,Chronic,2.58,3.04,5.56,19-35,Other,609083,69.61,4.29,4.95,Vaccination,26125.0,Yes,79.72,2382,5.87,97688.0,0.56,41.67
India,2021,Tuberculosis,Respiratory,13.78,12.72,9.79,36-60,Other,293278,77.37,4.41,3.88,Vaccination,9053.0,Yes,57.26,557,8.63,1592.0,0.62,79.67
India,2021,Influenza,Parasitic,1.32,1.32,5.34,36-60,Female,946912,54.71,0.64,1.87,Vaccination,44277.0,Yes,51.2,4263,7.97,94870.0,0.54,20.05
Argentina,2022,Hepatitis,Cardiovascular,15.99,2.54,8.69,19-35,Male,177889,51.08,4.59,7.24,Medication,6665.0,Yes,80.28,4521,2.72,44889.0,0.74,82.23
India,2023,Asthma,Cardiovascular,8.36,14.17,4.89,36-60,Other,878725,90.77,3.93,3.14,Therapy,40907.0,Yes,70.75,3620,0.96,43851.0,0.76,63.71
China,2024,Hepatitis,Viral,0.72,7.38,7.57,36-60,Female,382495,73.53,0.99,8.65,Therapy,12537.0,Yes,57.82,432,1.77,6617.0,0.7,57.45
Russia,2023,Measles,Genetic,7.38,6.55,10.0,61+,Female,883775,65.69,2.36,7.09,Medication,26557.0,No,87.15,688,0.01,80793.0,0.59,58.79
India,2021,Hypertension,Parasitic,13.88,4.13,0.74,61+,Male,120700,66.8,4.08,9.14,Therapy,9087.0,Yes,73.28,4539,1.79,22942.0,0.88,52.4
India,2020,Alzheimer's Disease,Neurological,3.1,9.98,8.94,0-18,Other,858968,74.66,1.71,5.51,Therapy,16516.0,No,61.96,4587,0.01,17654.0,0.44,53.82
Russia,2022,Hypertension,Bacterial,11.6,3.99,5.16,61+,Other,157409,59.61,3.65,0.59,Surgery,26648.0,No,55.4,4339,8.44,95604.0,0.53,71.79
USA,2022,Polio,Autoimmune,3.23,7.11,4.7,61+,Female,204910,54.39,4.97,1.93,Therapy,34298.0,No,87.87,2011,5.35,63692.0,0.57,31.03
South Africa,2020,Dengue,Respiratory,5.19,11.57,4.15,61+,Other,740944,59.89,4.25,2.46,Vaccination,39375.0,Yes,94.9,4622,0.88,7853.0,0.41,46.88
UK,2020,Hypertension,Infectious,9.51,4.49,2.99,61+,Female,61212,89.96,1.06,2.64,Medication,17852.0,Yes,66.91,3782,3.54,91499.0,0.71,80.8
UK,2024,Rabies,Autoimmune,15.94,14.02,4.0,0-18,Female,503184,90.63,4.45,7.31,Medication,7505.0,No,50.99,1876,3.64,53523.0,0.48,65.04
South Africa,2021,Alzheimer's Disease,Infectious,11.53,4.57,5.95,36-60,Other,697874,53.42,2.62,0.55,Therapy,26686.0,No,93.89,636,1.07,16890.0,0.75,34.99
Russia,2020,Ebola,Parasitic,9.78,4.58,8.87,36-60,Female,292042,98.03,2.31,2.89,Therapy,29170.0,No,73.02,3630,6.06,65848.0,0.75,31.64
UK,2021,Polio,Metabolic,12.43,14.91,9.42,36-60,Other,218545,61.48,4.19,1.26,Surgery,37699.0,Yes,71.93,1220,9.38,40992.0,0.46,52.68
South Africa,2022,Polio,Autoimmune,1.18,8.31,8.97,19-35,Female,923169,51.22,1.19,1.16,Vaccination,8289.0,Yes,77.22,3310,7.11,50572.0,0.54,64.38
India,2021,Measles,Respiratory,14.18,3.64,8.38,19-35,Female,193519,50.44,2.35,6.09,Surgery,29493.0,Yes,59.57,1930,8.29,15304.0,0.48,88.71
China,2020,Alzheimer's Disease,Neurological,14.38,10.61,1.35,0-18,Other,385088,58.25,2.62,4.54,Surgery,45166.0,Yes,84.01,3416,4.81,5000.0,0.87,34.4
China,2022,Hypertension,Infectious,5.12,3.05,9.89,0-18,Other,828557,86.68,4.97,7.27,Medication,4062.0,No,70.81,1069,7.26,6218.0,0.57,41.12
India,2020,Influenza,Metabolic,5.65,0.99,9.59,61+,Male,687925,98.49,4.42,9.57,Surgery,45699.0,No,68.61,782,1.81,27215.0,0.9,27.06
Nigeria,2020,Influenza,Neurological,5.77,8.3,2.21,36-60,Other,986631,54.58,4.6,1.05,Medication,4863.0,Yes,69.05,3594,1.79,36104.0,0.45,42.78
Nigeria,2023,Leprosy,Neurological,14.38,13.24,5.97,36-60,Female,556570,54.67,2.59,1.65,Vaccination,12028.0,No,66.98,499,3.4,21443.0,0.52,52.29
China,2021,Rabies,Parasitic,3.65,5.76,6.18,19-35,Male,683407,86.31,,6.62,Therapy,18273.0,No,77.41,4180,8.3,95570.0,0.61,52.66
South Africa,2020,Leprosy,Metabolic,8.78,11.09,6.8,19-35,,854596,60.68,1.48,8.57,Vaccination,22104.0,Yes,79.19,2309,7.19,43955.0,0.6,84.99
India,2022,Leprosy,Autoimmune,6.47,2.58,9.1,36-60,Male,333474,89.85,1.04,3.76,Vaccination,33335.0,No,77.5,1118,7.89,79569.0,0.85,89.28
India,2021,Hepatitis,Genetic,12.59,10.35,4.61,19-35,Other,71069,76.36,3.74,1.17,Vaccination,42318.0,Yes,58.34,3725,1.3,62417.0,0.52,62.96
Argentina,2020,Influenza,Neurological,4.31,11.2,1.52,0-18,Other,867035,60.87,2.32,3.62,Vaccination,37729.0,Yes,83.26,1889,9.58,94770.0,0.75,58.92
Argentina,2023,Tuberculosis,Neurological,5.75,12.49,7.88,36-60,Other,900623,75.49,1.63,5.47,Medication,49329.0,No,97.95,4151,7.26,20591.0,0.79,55.99
UK,2022,Influenza,Genetic,1.93,8.91,4.62,36-60,Male,445496,89.83,2.26,8.1,Medication,44436.0,Yes,97.0,415,8.11,4077.0,0.82,24.58
Nigeria,2021,Hypertension,Autoimmune,11.56,12.51,5.74,0-18,Female,64848,61.62,2.06,7.87,Therapy,37569.0,No,79.77,4104,5.84,68687.0,0.88,43.16
USA,2022,Zika,Genetic,19.83,13.85,9.27,61+,Female,812906,64.36,4.94,7.21,Medication,28903.0,Yes,69.36,4484,1.08,16516.0,0.54,32.33
South Africa,2023,COVID-19,Infectious,2.48,13.69,9.83,61+,Other,687885,99.99,4.77,3.12,Surgery,24404.0,Yes,55.91,4231,2.99,31703.0,0.84,67.7
Russia,2022,Hepatitis,Parasitic,5.39,8.15,2.22,19-35,Female,441970,82.16,4.48,9.86,Vaccination,498.0,No,86.56,1126,4.28,71647.0,0.58,56.13
China,2023,Parkinson's Disease,Parasitic,0.48,10.79,0.58,19-35,Female,24848,82.28,3.62,8.69,Therapy,36060.0,Yes,84.24,4795,2.98,38782.0,0.52,85.9
UK,2024,Malaria,Infectious,6.31,0.19,3.77,0-18,Other,430508,96.79,1.15,2.06,Therapy,36032.0,Yes,72.09,1125,6.63,67585.0,0.56,24.29
UK,2020,Tuberculosis,Autoimmune,7.23,9.42,5.17,19-35,Male,417178,55.83,4.1,3.1,Medication,,No,57.16,4431,7.92,91409.0,0.75,53.5
South Africa,2022,Hepatitis,Genetic,7.81,3.13,8.59,61+,Female,67299,95.55,0.65,8.4,Vaccination,14813.0,No,65.67,3408,6.52,63530.0,0.76,63.29
China,2020,Parkinson's Disease,Bacterial,2.78,3.02,2.21,19-35,Male,177897,56.44,3.96,0.98,Surgery,41966.0,No,97.52,895,7.65,94381.0,0.83,44.66
Nigeria,2024,Hepatitis,Genetic,0.81,12.84,2.52,0-18,Female,56945,90.45,4.56,1.56,Medication,28050.0,No,57.42,4187,9.46,81315.0,0.74,49.75
Russia,2024,Cancer,Cardiovascular,8.71,3.11,,36-60,Female,971260,96.39,2.52,5.03,Surgery,12477.0,No,56.65,1092,1.47,47695.0,0.46,89.2
India,2022,Zika,Infectious,6.75,8.58,0.14,19-35,Male,492346,60.91,2.37,2.85,Vaccination,9759.0,Yes,98.34,1416,8.65,78904.0,0.89,50.18
Nigeria,2022,Parkinson's Disease,Chronic,18.98,9.95,2.08,36-60,Male,147735,94.67,2.03,3.34,Medication,7441.0,Yes,98.11,2487,4.02,42193.0,0.82,69.49
China,2024,Measles,Autoimmune,12.29,9.05,1.91,0-18,Other,947448,58.04,4.68,4.22,Vaccination,33242.0,No,84.12,4916,2.41,44405.0,0.56,67.64
Russia,2021,Cholera,Autoimmune,9.63,8.74,3.14,61+,Male,614150,65.94,2.94,9.61,Therapy,37376.0,Yes,65.7,118,2.71,76306.0,0.54,34.49
USA,2021,Ebola,Parasitic,9.3,13.86,8.75,19-35,Male,847827,83.98,2.25,7.95,Medication,2578.0,No,72.77,3218,5.33,98259.0,0.69,50.79
USA,2020,HIV/AIDS,Infectious,2.55,9.58,0.25,61+,Male,851200,67.12,0.67,3.95,Therapy,17306.0,No,79.32,815,1.9,29443.0,0.55,54.3
South Africa,2023,Cancer,Neurological,5.47,5.29,5.83,0-18,Other,818298,99.04,1.64,8.49,Medication,47756.0,No,61.68,2644,9.54,54871.0,0.85,74.0
India,2020,COVID-19,Cardiovascular,11.58,14.72,2.19,61+,Male,160671,84.33,1.31,5.55,Surgery,44890.0,No,51.78,2833,6.29,27353.0,0.62,32.7
China,2021,COVID-19,Bacterial,3.83,9.41,6.67,61+,Male,642035,99.06,2.92,1.91,Therapy,41244.0,Yes,73.29,3257,6.19,96186.0,0.41,59.44
USA,2020,Cholera,Viral,4.29,7.68,1.69,36-60,Male,50551,84.74,1.75,3.55,Therapy,19996.0,No,50.7,2888,4.83,63216.0,0.69,22.39
Nigeria,2024,Measles,Autoimmune,5.15,5.47,5.61,19-35,Female,927398,82.02,2.73,,Vaccination,42748.0,No,79.47,4555,9.32,78169.0,0.56,75.27
South Africa,2024,Alzheimer's Disease,Parasitic,9.5,10.78,4.44,19-35,Female,579149,73.14,1.44,2.61,Medication,26188.0,Yes,68.01,365,6.81,35595.0,0.69,76.29
Russia,2023,Influenza,Cardiovascular,1.04,5.25,5.38,36-60,Female,632508,85.09,0.97,2.87,Vaccination,10212.0,Yes,85.08,3097,3.08,9594.0,0.57,72.48
China,2023,Alzheimer's Disease,Chronic,0.89,7.27,2.3,61+,Female,219928,87.78,4.08,5.94,Therapy,44596.0,No,55.93,3553,5.7,60235.0,0.72,89.81
